pl_name,score_mean,score_std,rank_median,rank_p05,rank_p95,top10_probability
Kepler-271 d,0.5296,0.008944271909999153,398.0,380.0,418.0,0.0
Kepler-218 b,0.4861999999999999,0.0496637995523091,400.0,373.0,1173.05,0.0
Kepler-282 b,0.5223249999999999,0.0322837630662138,401.0,382.95,1161.1999999999998,0.0
Kepler-282 c,0.51355,0.03974206037343117,404.0,383.95,1182.05,0.0
Kepler-286 b,0.5132249999999999,0.038069810821594344,406.0,386.0,1183.0,0.0
Kepler-286 c,0.50085,0.04555274530926119,409.0,389.0,1190.0,0.0
Kepler-292 b,0.5146,0.033542363965002854,411.0,391.0,1186.05,0.0
Kepler-286 d,0.50025,0.045658865118702346,411.0,389.95,1188.0,0.0
Kepler-314 b,0.5287249999999999,0.006802898931171574,413.0,395.0,439.0,0.0
Kepler-299 b,0.5049999999999999,0.04334463651975937,413.0,393.0,1194.0,0.0
Kepler-322 b,0.5287249999999999,0.00680289893117157,415.0,397.0,441.04999999999995,0.0
Kepler-285 c,0.4804999999999999,0.07153659881445211,415.0,389.0,2399.0,0.0
Kepler-334 b,0.5214999999999999,0.03278566454411436,417.0,399.0,1195.2999999999997,0.0
Kepler-363 b,0.5279999999999999,0.014014021035061363,425.0,407.0,448.0,0.0
Kepler-292 c,0.48542499999999994,0.050865572718450235,428.0,394.95,1549.05,0.0
Kepler-334 d,0.48299999999999993,0.05981769230441147,431.0,404.0,1813.1999999999998,0.0
Kepler-362 b,0.47152499999999997,0.09118726396388056,431.0,407.0,2403.05,0.0
Kepler-334 c,0.4816,0.05730626506789687,431.5,403.95,1225.05,0.0
Kepler-376 b,0.5026999999999999,0.058793054406902356,432.0,413.0,1852.05,0.0
Kepler-384 b,0.5104749999999999,0.0457865120354099,435.0,416.0,1227.0,0.0
Kepler-452 b,0.5456786680514898,0.10580212474425588,436.0,5.0,1232.05,0.142
Kepler-387 b,0.5105999999999999,0.05107697833105302,436.0,417.0,1853.05,0.0
Kepler-387 c,0.5098999999999999,0.059984884535568495,437.0,419.0,2369.05,0.0
Kepler-384 c,0.5088999999999999,0.048173450807736884,437.0,416.95,1227.1499999999999,0.0
Kepler-310 b,0.45668,0.08672265700771019,437.5,399.0,2989.1499999999996,0.0
Kepler-352 d,0.510825,0.028248501387884643,440.0,408.0,770.05,0.0
Kepler-352 b,0.511925,0.01875661206060366,440.5,408.0,772.0,0.0
Kepler-352 c,0.5115999999999999,0.020731608697792715,441.0,409.0,772.05,0.0
Kepler-495 c,0.5246499999999998,0.022315879928740994,443.0,425.0,1188.6999999999994,0.0
Kepler-1263 b,0.500675,0.04216975755092508,445.5,226.0,1450.1,0.0
Kepler-537 b,0.5229999999999999,0.02554025468194153,446.0,427.0,1226.05,0.0
Kepler-605 c,0.5296,0.008944271909999168,449.0,431.95,470.04999999999995,0.0
Kepler-392 b,0.4707,0.07596084583652547,449.0,423.0,1872.0,0.0
Kepler-392 c,0.47045,0.07603278548716906,449.5,424.0,1877.0,0.0
Kepler-625 c,0.5299999999999999,0.0,451.5,434.0,472.04999999999995,0.0
Kepler-629 b,0.5283999999999999,0.012560076075487921,453.0,435.0,478.0,0.0
Kepler-534 c,0.4757,0.07339812374399138,454.5,429.0,1877.05,0.0
Kepler-653 c,0.5271999999999999,0.02352161841936332,455.0,437.0,479.0,0.0
Kepler-603 d,0.4941,0.06044416426742921,455.0,432.0,1867.05,0.0
Kepler-589 c,0.49074999999999996,0.06355620569673057,456.0,431.95,2390.0,0.0
Kepler-605 b,0.4941999999999999,0.047989227248036885,457.0,433.0,1261.05,0.0
Kepler-743 b,0.5299999999999999,0.0,457.5,439.0,478.04999999999995,0.0
Kepler-770 c,0.5254249999999999,0.021160752109972796,461.0,443.0,495.0,0.0
Kepler-775 b,0.5299999999999999,0.0,463.0,445.0,486.0,0.0
Kepler-783 b,0.5299999999999999,0.0,464.0,446.0,487.0,0.0
Kepler-773 b,0.5037999999999999,0.04730788594034068,467.5,445.95,1296.0,0.0
Kepler-656 c,0.49016499999999996,0.05073888196725041,467.5,441.95,1281.05,0.0
Kepler-804 c,0.5233,0.0277786483942834,468.0,449.95,1269.1499999999999,0.0
Kepler-770 d,0.49602499999999994,0.047518711376274926,469.0,445.0,1295.0,0.0
Kepler-404 b,0.466715,0.07258638882521545,469.5,427.0,2398.1499999999996,0.0
Kepler-806 b,0.5137999999999999,0.04290970152506237,470.0,450.0,1301.0,0.0
Kepler-831 b,0.5274999999999999,0.01610181781893423,471.0,453.0,497.04999999999995,0.0
Kepler-865 c,0.52265,0.031679799864249056,474.0,454.95,778.0999999999999,0.0
Kepler-882 b,0.5257499999999999,0.018493147189863907,475.0,455.95,780.05,0.0
Kepler-905 b,0.5281999999999999,0.01330842697154376,477.0,458.0,500.04999999999995,0.0
Kepler-793 b,0.48179999999999995,0.06383502032301139,480.0,451.0,1870.1499999999999,0.0
Kepler-889 b,0.4821999999999999,0.07024976911079658,483.0,459.0,1886.05,0.0
Kepler-914 b,0.49799999999999994,0.05414668713277762,484.0,461.0,1857.1999999999998,0.0
K2-122 b,0.5225,0.0,486.0,466.0,507.04999999999995,0.0
EPIC 201595106 b,0.5422,0.041600736081047494,488.0,27.0,514.0,0.0
K2-266 c,0.5209,0.01783468957690627,488.0,468.95,511.04999999999995,0.0
Kepler-922 b,0.4961999999999999,0.04735022796329865,488.0,462.0,1330.0,0.0
K2-85 b,0.5225,0.0,489.0,469.0,511.0,0.0
HD 125612 b,0.495716658660006,0.09997748818893211,491.0,85.0,3311.0,0.0
Kepler-929 b,0.46887499999999993,0.07758356975282311,492.0,465.0,1901.1999999999998,0.0
Kepler-908 b,0.46579999999999994,0.07429265641767813,492.0,461.0,1890.05,0.0
EPIC 220674823 b,0.52,0.0,493.0,474.0,516.0,0.0
Kepler-969 c,0.515825,0.01820149620025383,493.0,466.0,798.05,0.0
Kepler-932 b,0.506825,0.03660138245196193,493.0,465.0,1325.05,0.0
CoRoT-7 b,0.519375,0.025969129102314272,494.0,101.9,789.05,0.0
EPIC 229004835 b,0.5130800000000001,0.02962209542004326,495.0,475.0,1604.05,0.0
K2-111 b,0.52,0.0,497.0,477.0,519.0,0.0
K2-38 b,0.5254,0.022624405571305285,499.0,32.95,521.05,0.0
K2-265 b,0.522125,0.017360866175070225,499.0,474.0,525.05,0.0
HD 80653 b,0.49110000000000004,0.06811070500495899,499.0,460.9,2142.05,0.0
Kepler-10 c,0.52,0.0,502.0,483.0,523.05,0.0
Kepler-22 b,0.5339859485765297,0.04888958650098008,503.0,8.0,526.0,0.072
Kepler-19 b,0.52,0.0,503.0,484.95,525.05,0.0
K2-263 b,0.48646000000000006,0.056936384709670634,503.5,480.95,1669.0,0.0
Kepler-538 b,0.52,0.0,506.0,487.0,528.05,0.0
HD 219134 c,0.5567000000000001,0.04971219775075755,507.0,32.0,541.0,0.0
Kepler-68 b,0.5164,0.02298034360893609,508.0,489.0,534.05,0.0
Kepler-454 b,0.49868,0.04818403264572208,508.0,487.0,1672.05,0.0
TOI-1347 c,0.533825,0.03507695340705404,509.0,31.950000000000003,533.0,0.0
TOI-1347 b,0.519775,0.002898910547900617,510.0,491.0,533.0,0.0
Kepler-131 b,0.47787999999999997,0.06090093141236666,511.5,486.0,1674.0,0.0
TOI-1669 c,0.51792,0.016328098898134302,512.5,493.0,538.05,0.0
K2-180 b,0.46487,0.06416144857284577,514.0,482.0,1672.0,0.0
HD 15337 b,0.5185,0.013761495467972637,515.0,122.0,540.0,0.0
55 Cnc e,0.5149,0.009187427149929999,515.0,132.95,538.05,0.0
TOI-1269 b,0.48308000000000006,0.05868049421061144,516.0,491.95,1690.05,0.0
GJ 9827 d,0.5126999999999999,0.004472135954999584,517.0,497.95,540.05,0.0
K2-38 c,0.45994,0.06487691753511195,519.0,486.0,1676.0,0.0
Kepler-1981 b,0.5051757170227337,0.0751140686423001,519.5,94.0,2283.299999999996,0.022
HD 260655 c,0.5411,0.045234193532427025,520.0,39.0,547.0,0.0
HD 219134 b,0.5155,0.017075806462145963,520.0,496.95,544.0,0.0
HD 207897 b,0.49986499999999995,0.0437025640346927,521.0,127.0,1743.05,0.0
HD 219134 d,0.5125,0.0,522.0,502.0,545.0,0.0
HD 23472 b,0.5125,0.0,523.0,503.0,546.0,0.0
HD 23472 c,0.5125,0.0,524.0,504.0,547.0,0.0
TOI-2076 b,0.512745,0.04909019422795843,524.5,125.0,1735.05,0.0
HD 235088 b,0.5134,0.005745085902234036,525.0,502.95,548.0,0.0
TOI-1753 b,0.4706,0.06316343276356151,525.0,497.0,1706.0,0.0
L 168-9 b,0.5295,0.037600899660920666,527.5,44.0,551.05,0.0
K2-3 c,0.5201999999999999,0.02898085194674441,528.0,43.0,553.0,0.0
K2-3 b,0.5115999999999999,0.008174573217886599,528.0,508.95,554.05,0.0
HD 73583 c,0.4948199999999999,0.04460714286287318,530.0,508.0,1746.1,0.0
TOI-1235 b,0.5135,0.009959839195167125,531.0,510.95,555.0,0.0
TOI-1801 b,0.5113,0.009420057056615942,533.0,514.0,559.0,0.0
TOI-2443 b,0.51042,0.016328098898134257,535.0,516.0,561.05,0.0
TOI-260 b,0.5126999999999999,0.004472135954999617,536.0,517.0,559.0,0.0
TOI-1467 b,0.49839999999999995,0.030586943656476833,536.0,513.0,913.0,0.0
Wolf 503 b,0.5125,0.0,538.0,519.0,561.05,0.0
K2-203 b,0.5071,0.011071818745837595,544.0,522.0,567.05,0.0
Kepler-1049 b,0.5069,0.009991980752519362,546.0,525.0,569.0,0.0
K2-148 b,0.4891,0.03878722596159191,546.0,523.0,1374.0,0.0
TOI-776 b,0.48729999999999996,0.03546089324734781,546.0,519.95,929.0,0.0
Kepler-1053 b,0.5075,0.0,547.0,526.0,570.0,0.0
Kepler-1152 b,0.5075,0.0,548.0,527.0,571.0,0.0
TOI-776 c,0.48579999999999995,0.03594710542974988,549.0,523.0,931.05,0.0
Kepler-1351 b,0.5075,0.0,550.0,529.0,572.0,0.0
Kepler-1446 b,0.5075,0.0,551.0,530.0,573.0,0.0
KOI-4777.01,0.43635,0.0961765426427329,551.0,523.0,2443.0,0.0
Kepler-1735 b,0.50735,0.003354101966249666,552.0,532.0,574.05,0.0
Kepler-125 c,0.48769999999999997,0.03309305517176072,554.0,532.0,933.0,0.0
Kepler-186 b,0.5026999999999999,0.018374854299859945,555.0,534.0,914.05,0.0
Kepler-186 c,0.49799999999999994,0.028175125116859743,557.0,535.95,936.2499999999998,0.0
Kepler-1939 b,0.5075,0.0,558.0,538.0,581.0,0.0
Kepler-186 e,0.49729999999999996,0.03054219460521135,558.0,537.0,1367.1999999999998,0.0
Kepler-186 f,0.5288651367481302,0.10189844764469193,558.5,2.0,934.0,0.134
Kepler-1761 b,0.48214999999999997,0.04367427600738834,559.0,535.0,1392.05,0.0
Kepler-1019 b,0.46709999999999996,0.04911888975395638,559.0,532.0,1396.05,0.0
Kepler-1948 b,0.5063,0.009420057056615937,559.5,540.0,584.05,0.0
Kepler-220 b,0.5075,0.0,561.0,541.0,583.0,0.0
K2-83 c,0.4643,0.04958505172639647,561.0,528.0,1396.05,0.0
Kepler-220 d,0.5075,0.0,562.0,542.0,584.05,0.0
Kepler-186 d,0.47905,0.045535639766867794,563.0,537.0,1398.05,0.0
Kepler-303 b,0.5033,0.017261399474655777,565.0,545.0,909.05,0.0
Kepler-220 e,0.4986999999999999,0.028357861990519425,565.0,544.0,1383.0,0.0
Kepler-303 c,0.5035999999999999,0.016668703950300536,566.0,546.0,902.05,0.0
Kepler-367 c,0.5043,0.017617626444077127,569.0,549.0,598.0,0.0
Kepler-367 b,0.4986999999999999,0.028357861990519383,569.0,548.0,1383.05,0.0
Kepler-327 b,0.4961,0.026953533830871658,569.0,547.0,931.0,0.0
Kepler-378 c,0.5075,0.0,570.0,550.0,592.0,0.0
Kepler-378 b,0.49829999999999997,0.041938976567281905,570.0,549.95,606.0999999999999,0.0
Kepler-398 b,0.5075,0.0,571.0,551.0,593.0,0.0
Kepler-398 c,0.5075,0.0,572.0,552.0,594.0,0.0
Kepler-398 d,0.5075,0.0,573.0,553.0,595.0,0.0
Kepler-176 b,0.51147,0.08254417715602198,576.0,55.0,2143.1,0.0
KOI-1599.02,0.5029,0.02760641643634525,576.5,553.0,604.05,0.0
Kepler-1868 b,0.5274470526244358,0.05955492850029261,577.0,12.750000000000014,798.0,0.05
Kepler-100 c,0.5032,0.01634914643577323,578.0,557.95,602.05,0.0
KOI-1599.01,0.485525,0.06841709342221931,578.0,52.0,2183.0,0.0
Kepler-100 d,0.5063,0.014272961671276892,578.5,555.95,600.05,0.0
Kepler-107 b,0.512,0.02833028786335999,580.0,60.0,602.0999999999999,0.0
Kepler-107 c,0.5034,0.016971035091122997,582.0,562.0,606.05,0.0
Kepler-226 b,0.531115,0.06859412937102077,584.0,61.0,1975.05,0.0
Kepler-11 b,0.505,0.0,584.0,564.0,605.05,0.0
Kepler-139 d,0.5052,0.004472135954999589,586.0,566.0,609.0,0.0
Kepler-617 b,0.4784,0.037194850635909965,586.0,557.0,942.05,0.0
Kepler-18 b,0.502525,0.009319903228702782,589.0,570.0,800.0999999999999,0.0
Kepler-20 b,0.505,0.0,590.0,571.0,612.0,0.0
Kepler-238 b,0.5275599999999999,0.05319686280622992,591.0,62.0,625.0,0.0
Kepler-23 b,0.4982,0.03280109485439923,595.0,575.95,632.4499999999996,0.0
Kepler-272 b,0.51169,0.08106208128369327,596.0,63.0,2134.05,0.0
Kepler-23 d,0.4972,0.03333740790060113,596.0,577.0,2153.1,0.0
Kepler-221 b,0.5013,0.0331626223184789,598.0,70.9,827.05,0.0
Kepler-326 b,0.5204,0.051775490367601616,601.5,70.0,842.0,0.0
Kepler-24 d,0.48458,0.08819967099670986,604.0,63.0,2192.05,0.0
Kepler-215 d,0.453,0.07871716957291557,604.0,69.0,2010.3499999999997,0.0
Kepler-414 b,0.5308999999999999,0.04714483291455257,605.0,71.0,632.05,0.0
Kepler-29 c,0.49341,0.036894706106396294,605.0,582.95,1991.0,0.0
Kepler-363 c,0.53014,0.04410976925225267,606.0,68.95,630.0,0.0
Kepler-307 c,0.5036499999999999,0.006992874988243565,606.0,585.0,635.05,0.0
Kepler-338 e,0.5013,0.06292240027934273,608.0,68.0,2181.0,0.0
Kepler-226 c,0.46319,0.087171076011404,608.0,65.95,2010.1,0.0
Kepler-307 b,0.47783499999999995,0.05202030853426379,609.5,585.95,2016.05,0.0
K2-141 b,0.5433000000000001,0.04987318587516421,610.0,76.95,645.0,0.0
Kepler-272 c,0.484425,0.08842862159524181,612.5,65.0,2301.0,0.0
HD 40307 g,0.47447764840318657,0.10316455030227242,612.5,103.0,3493.05,0.0
Kepler-238 c,0.45095999999999997,0.0680598463513601,613.0,576.0,2006.1,0.0
Kepler-36 b,0.5017,0.08842934749842946,613.5,67.0,2194.0,0.0
HD 108874 b,0.5041079841731979,0.0203750330367594,616.0,147.0,817.0,0.0
Kepler-317 b,0.473695,0.08835835485535869,616.0,66.0,2031.0,0.0
Kepler-82 d,0.5158400000000001,0.033500581755484676,617.0,76.95,643.0999999999999,0.0
Kepler-244 d,0.46,0.0837183823008432,617.0,65.0,2012.0,0.0
Kepler-11 f,0.4413,0.06505208334169006,617.5,568.0,1978.05,0.0
Kepler-138 c,0.53655,0.04910366421846089,618.5,80.0,650.05,0.0
Kepler-85 b,0.505,0.0,620.0,598.95,642.0,0.0
Kepler-138 d,0.5336000000000001,0.04831105376445088,620.5,81.0,650.0,0.0
Kepler-54 c,0.52485,0.044763098305857695,621.0,107.0,819.3999999999996,0.0
Kepler-85 c,0.505,0.0,621.0,599.95,643.0,0.0
Kepler-338 b,0.44301999999999997,0.07992907427105392,621.0,589.95,2214.3999999999996,0.0
Kepler-60 d,0.47143999999999997,0.06315459925305225,622.0,598.0,2203.0,0.0
Kepler-203 c,0.44056,0.06958714782403838,622.5,576.0,2004.05,0.0
Kepler-98 b,0.50488,0.010382735786140814,623.0,600.95,644.05,0.0
Kepler-60 b,0.465,0.07071067811865472,623.5,595.0,2205.0,0.0
WASP-47 e,0.504775,0.002898910547900606,624.0,602.95,646.0,0.0
K2-136 d,0.5179,0.04033725558806342,625.0,79.0,649.0,0.0
Kepler-60 c,0.4597,0.06893776055007382,625.0,599.0,2205.1,0.0
Kepler-238 f,0.45398,0.10524120401270645,628.5,64.0,3571.1,0.0
Kepler-1554 b,0.502462747090837,0.03582524812229027,629.5,29.950000000000003,859.0,0.0
TOI-757 b,0.471225,0.06655953890644742,629.5,180.0,2133.25,0.0
K2-233 d,0.4975,0.0,630.0,609.0,653.0,0.0
HD 25463 c,0.481,0.03926937952574082,630.0,605.95,1439.0,0.0
HD 43197 b,0.4913296004471627,0.056314270368602044,631.0,126.0,912.05,0.0
TOI-238 b,0.5166499999999999,0.035657332917389734,632.0,86.0,660.0,0.0
TOI-1260 b,0.49307999999999996,0.02358338296139482,634.0,613.0,660.05,0.0
HIP 97166 b,0.4669,0.06543472630655399,635.0,174.0,2138.0,0.0
TOI-178 c,0.5035,0.023772468540751945,636.0,92.9,658.0,0.0
TOI-178 e,0.4975,0.0,637.0,617.0,660.0,0.0
HIP 116454 b,0.44992999999999994,0.06361339031095353,638.0,605.0,2151.0,0.0
TOI-178 f,0.49360000000000004,0.02219854840078973,639.0,618.0,665.0,0.0
TOI-1470 b,0.4825,0.030030045075131476,639.0,614.0,1356.05,0.0
TOI-1288 c,0.491189272905013,0.05438541929066849,639.5,119.0,1325.1,0.0
TOI-238 c,0.49411,0.02948425924262254,640.0,192.9,679.2499999999998,0.0
TOI-286 c,0.4975,0.0,641.0,620.0,664.0,0.0
K2-211 b,0.497075,0.019205978606372964,641.0,188.0,668.0,0.0
TOI-1184 b,0.45485999999999993,0.06109415185417967,641.0,614.0,2166.1,0.0
Kepler-82 e,0.44362,0.0667462037229298,642.5,600.95,2065.05,0.0
Kepler-1164 b,0.5077999999999999,0.01844832462210929,643.0,210.0,677.0,0.0
TOI-1470 c,0.47059999999999996,0.04587045014377761,643.0,617.0,2145.05,0.0
Kepler-1008 b,0.494825,0.00905239010057928,644.0,197.95,668.0,0.0
Kepler-1037 b,0.497,0.015213905673813755,645.0,194.95,670.0,0.0
Kepler-1029 b,0.4936,0.009758609579332672,646.0,616.0,669.05,0.0
Kepler-1145 b,0.4865,0.03926937952574079,652.0,212.0,1461.0,0.0
Kepler-1074 b,0.4757,0.03795578062120617,652.0,629.0,1462.1,0.0
Kepler-1146 b,0.4923,0.004472135954999573,654.0,633.95,677.0,0.0
Kepler-1120 b,0.48310000000000003,0.02921209840779626,654.0,631.95,1448.1,0.0
Kepler-1150 b,0.4925,0.0,655.0,635.0,678.0,0.0
Kepler-1157 b,0.49069999999999997,0.013308426971543786,656.0,636.0,680.05,0.0
Kepler-1178 b,0.492575,0.0016770509831248385,658.0,637.0,681.0,0.0
Kepler-1096 b,0.4625,0.04924276291394297,659.0,633.9,1472.05,0.0
Kepler-1197 b,0.4925,0.0,660.5,640.0,683.0,0.0
Kepler-1190 b,0.4853,0.025874678703241737,660.5,639.95,1460.05,0.0
Kepler-1038 c,0.45488,0.062258234600341,661.5,193.95,1496.1,0.0
Kepler-1200 b,0.4925,0.0,662.0,641.95,684.05,0.0
Kepler-1203 b,0.4925,0.0,663.0,642.95,685.05,0.0
Kepler-1302 b,0.48614999999999997,0.04976450051012309,663.0,236.0,1473.05,0.0
Kepler-1223 b,0.4925,0.0,665.0,644.0,687.0,0.0
55 Cnc f,0.46048756690178055,0.07718153900749705,665.5,499.0,2425.0,0.0
Kepler-1039 b,0.451825,0.050202314885268745,666.0,626.0,1465.05,0.0
Kepler-1075 b,0.44930000000000003,0.04998757360614798,666.0,633.95,1471.05,0.0
Kepler-124 b,0.49339999999999995,0.005745085902234007,667.0,643.9,690.0,0.0
Kepler-1358 b,0.50615,0.018061143646503613,668.0,250.0,699.0,0.0
Kepler-124 d,0.49325,0.0052552578881480015,668.0,645.0,690.05,0.0
Kepler-1301 b,0.48792499999999994,0.04523936422133161,668.0,237.0,1476.05,0.0
Kepler-1420 b,0.504925,0.032188959804046645,668.5,267.0,1030.05,0.0
Kepler-1379 b,0.504925,0.028207236152141574,669.5,258.0,718.2499999999998,0.0
Kepler-1284 b,0.498175,0.015364863587618731,671.0,236.0,696.05,0.0
Kepler-1254 c,0.4869,0.023015199299541045,671.0,650.0,1453.05,0.0
Kepler-1254 d,0.48610000000000003,0.0244998057331466,671.5,650.95,1454.1499999999999,0.0
Kepler-1229 b,0.4731138556517399,0.061038259895010334,672.0,640.0,1481.05,0.02
Kepler-1246 b,0.4673,0.043459607395257234,674.0,649.0,1482.0,0.0
Kepler-1259 b,0.47152499999999997,0.04497256873781789,675.0,240.9,1486.0,0.0
Kepler-1315 b,0.486175,0.024576714687069515,676.0,656.0,1461.0,0.0
Kepler-1265 b,0.4785,0.03473345398389429,676.0,654.0,1472.05,0.0
Kepler-1331 b,0.4925,0.0,677.0,657.0,701.0,0.0
Kepler-1361 b,0.49804999999999994,0.013329585729174859,678.0,255.0,703.05,0.0
Kepler-1409 b,0.5035999999999999,0.017135555272853487,679.0,266.0,708.0,0.0
Kepler-1363 b,0.4923,0.004472135954999577,681.0,660.95,705.0,0.0
Kepler-1367 b,0.4925,0.0,683.0,662.95,706.05,0.0
Kepler-1387 b,0.494075,0.007529625855981274,685.0,655.95,708.05,0.0
Kepler-1335 b,0.4619,0.046129120862890574,686.0,659.0,1495.0,0.0
Kepler-141 b,0.49265,0.0023693305921525095,687.0,667.0,711.0,0.0
Kepler-1366 b,0.4671,0.04357335509860467,688.0,663.0,1498.0,0.0
Kepler-1414 b,0.4923,0.004472135954999579,689.0,669.0,713.0,0.0
Kepler-141 c,0.47777499999999995,0.0356163434794434,690.0,669.0,1497.0,0.0
Kepler-1456 b,0.4913,0.010899430957182155,691.0,671.0,715.0,0.0
Kepler-1477 b,0.4962,0.012363888201651015,692.0,288.0,717.0,0.0
Kepler-1470 b,0.49272499999999997,0.002898910547900618,692.0,673.0,716.0,0.0
Kepler-137 b,0.469975,0.05158253960191918,692.0,254.0,1491.0,0.0
Kepler-1459 b,0.48469999999999996,0.02684401613776911,693.0,672.0,1483.1,0.0
Kepler-1537 b,0.4971,0.013386500543218391,694.0,297.95,719.0,0.0
Kepler-1481 b,0.4925,0.0,694.5,675.0,718.0,0.0
Kepler-1499 b,0.487075,0.03434371640800432,695.5,288.0,1494.05,0.0
Kepler-1558 b,0.4946,0.00863069973732788,697.0,322.85,721.0,0.0
Kepler-1565 b,0.4921,0.006318214912406716,700.0,680.95,723.0,0.0
Kepler-1577 b,0.4925,0.0,701.0,682.0,724.0,0.0
Kepler-1669 d,0.4925,0.0,704.0,685.0,728.0,0.0
Kepler-1680 b,0.49517500000000003,0.01218416113506095,705.0,339.0,730.0,0.0
Kepler-167 d,0.4925,0.0,705.0,686.0,729.0,0.0
Kepler-169 b,0.493625,0.006403427423304711,707.0,681.95,731.0,0.0
Kepler-1692 b,0.485,0.05054809808925433,707.0,329.95,1527.1,0.0
Kepler-169 c,0.49369999999999997,0.006606609916528911,708.0,681.95,732.0,0.0
Kepler-169 d,0.493,0.008581800195132612,709.0,687.95,733.0,0.0
Kepler-1694 b,0.49355,0.006192672960587647,710.0,686.95,735.0,0.0
Kepler-1907 b,0.5067999999999999,0.02067885950580738,711.0,350.95,742.05,0.0
Kepler-1671 b,0.466015,0.055858281124111536,711.0,329.0,1532.05,0.0
Kepler-1604 b,0.4625,0.0458716515599086,711.0,684.95,1517.0,0.0
Kepler-181 b,0.46157,0.07518254405019631,716.5,335.95,2422.0999999999926,0.0
Kepler-1834 c,0.4925,0.0,717.0,697.0,741.0,0.0
Kepler-1850 b,0.4925,0.0,719.0,698.95,743.0,0.0
Kepler-1614 b,0.44905,0.05094519925030527,723.0,680.0,1524.0,0.0
Kepler-1909 b,0.493325,0.005506133854170276,723.5,701.0,748.0,0.0
Kepler-2001 b,0.5021749999999999,0.016423957127789577,725.5,372.0,755.0,0.0
Kepler-1956 b,0.4925,0.0,726.5,706.95,751.0,0.0
Kepler-1953 b,0.487,0.02339004464247028,727.0,705.0,1507.0,0.0
Kepler-211 b,0.5004,0.015710941007293873,728.0,377.95,756.0,0.0
Kepler-1966 b,0.492875,0.003734939698187663,728.0,707.0,753.0,0.0
Kepler-1987 b,0.49217500000000003,0.006541594600694825,730.0,710.0,754.05,0.0
Kepler-1904 b,0.46625,0.04542923211171987,730.0,703.0,1546.0,0.0
Kepler-1834 b,0.45389999999999997,0.04873181280394069,730.5,698.0,1540.0,0.0
Kepler-174 c,0.4486,0.049486744444866254,731.0,695.95,1536.05,0.0
Kepler-290 d,0.504675,0.02234570509230228,732.0,398.95,761.0,0.0
Kepler-1987 c,0.48519999999999996,0.02682161064505989,732.0,710.95,1530.0,0.0
Kepler-190 c,0.4613,0.05034012571014324,732.0,359.9,1548.05,0.0
Kepler-1902 b,0.46590000000000004,0.03598652609130588,733.0,705.95,1375.0,0.0
Kepler-235 c,0.4919,0.0077304281277349755,736.0,715.0,761.0,0.0
Kepler-224 b,0.483175,0.030663289936003275,736.0,712.95,1543.05,0.0
Kepler-607 b,0.510725,0.01876141936830542,739.0,437.0,782.0,0.0
Kepler-252 b,0.49195,0.007144900223123958,740.0,719.0,765.0,0.0
Kepler-26 d,0.4925,0.0,741.0,720.95,766.0,0.0
Kepler-760 c,0.48005,0.05143845184934429,742.5,444.0,1308.1499999999999,0.0
Kepler-304 e,0.4925,0.0,744.0,723.95,769.0,0.0
Kepler-189 b,0.45198999999999995,0.07455018685906452,744.0,348.0,2870.0,0.0
Kepler-185 b,0.44089,0.08244195686969713,744.0,342.0,2882.05,0.0
Kepler-1826 b,0.4414,0.0548388968636171,745.5,700.95,1562.4499999999996,0.0
Kepler-316 b,0.4919,0.006688008591339838,746.5,725.0,772.0,0.0
Kepler-390 b,0.50705,0.018291847456359686,747.0,425.95,782.0,0.0
Kepler-316 c,0.49184999999999995,0.007309881581631463,747.0,726.0,773.0,0.0
Kepler-390 c,0.507275,0.018342157574532416,748.0,425.0,778.05,0.0
Kepler-821 b,0.508675,0.02472153278756662,749.5,454.0,801.0,0.0
Kepler-332 b,0.49265,0.002369330592152517,750.0,728.0,774.05,0.0
Kepler-332 c,0.492575,0.0016770509831248387,751.0,729.0,775.05,0.0
Kepler-332 d,0.49272499999999997,0.002898910547900613,752.0,730.0,776.05,0.0
Kepler-333 c,0.48995,0.015660075860349593,754.0,731.95,780.0,0.0
Kepler-285 b,0.4651799999999999,0.06953695691323789,755.5,389.95,2395.0,0.0
Kepler-250 b,0.44136000000000003,0.08049135429493318,755.5,386.0,2894.0,0.0
Kepler-353 b,0.49055,0.011947090270516224,756.0,733.95,782.05,0.0
Kepler-353 c,0.48645,0.02394356047408891,758.0,735.95,1375.5499999999922,0.0
Kepler-329 b,0.45875,0.04729334859833131,758.0,729.0,1591.0,0.0
